url_id;certificate;year;duration;rating;votes;metascore;total_nominations;total_wins;oscar_nominations;oscar_wins;budget;gross_us_canada;opening_weekend_gross_us_canada;worldwide_gross;aspect_ratio;color;url_image;plot
tt1457767;R;2013;6720;7.5;497289;68;22;15;;;20000000;137446368;41855326;320406242;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTM3NjA1NDMyMV5BMl5BanBnXkFtZTcwMDQzNDMzOQ@@._V1_.jpg;Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse.
tt0389860;PG-13;2006;6420;6.4;328283;45;12;3;1;0;82500000;137355633;40011365;240685326;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTA1MTUxNDY4NzReQTJeQWpwZ15BbWU2MDE3ODAxNw@@._V1_.jpg;A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.
tt0120689;R;1999;11340;8.6;1272830;61;37;15;4;0;60000000;136801374;18017152;286801374;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTUxMzQyNjA5MF5BMl5BanBnXkFtZTYwOTU2NTY3._V1_.jpg;The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.
tt0117438;R;1996;7260;6.7;127845;60;5;3;;;80000000;136492681;34216088;309492681;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BZTc0ZjNkYTktMmJmOS00OTJlLTg1NWUtMzQ5ZGMxM2NhY2M0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg;Multi-millionaire Tom Mullen's son is kidnapped, but after initially agreeing to pay the ransom Mullen then decides to use the ransom money as a bounty.
tt0117438;R;1996;7260;6.7;127845;60;5;3;;;80000000;136492681;34216088;309492681;1.85 : 1;Black and White;https://m.media-amazon.com/images/M/MV5BZTc0ZjNkYTktMmJmOS00OTJlLTg1NWUtMzQ5ZGMxM2NhY2M0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg;Multi-millionaire Tom Mullen's son is kidnapped, but after initially agreeing to pay the ransom Mullen then decides to use the ransom money as a bounty.
tt0120685;PG-13;1998;8340;5.4;193103;32;13;10;;;130000000;136314294;44047541;379014294;2.39 : 1;;https://m.media-amazon.com/images/M/MV5BNjFlOTI2OGQtMzg0YS00ZGE4LTkwMjEtZDUzYThlOTU5YjQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;French nuclear tests irradiate an iguana into a giant monster that heads off to New York City. The American military must chase the monster across the city to stop it before it reproduces.
tt0115433;G;1996;6180;5.7;110845;49;10;3;1;0;75000000;136189294;33504025;320689294;2.39 : 1;;https://m.media-amazon.com/images/M/MV5BMGI2NTQ2N2EtNDExMS00OWM2LTkzZWItZGUzY2M2MDFjODk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;An evil high-fashion designer plots to steal dalmatian puppies in order to make an extravagant fur coat but creates an extravagant mess instead.
tt1024648;R;2012;7200;7.7;609672;86;156;94;4;3;44500000;136025503;19458109;232325503;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BNzljNjY3MDYtYzc0Ni00YjU0LWIyNDUtNTE0ZDRiMGExMjZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg;Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.
tt0305224;PG-13;2003;6360;6.2;214980;52;4;2;;;75000000;135645823;42220847;195745823;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMDg1YTNiODItZGYyOC00NGIwLWI3MjYtMTY3NDQ0ZDIwYjBiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;Dave Buznik is a businessman who is wrongly sentenced to an anger management program, where he meets an aggressive instructor.
tt0371606;G;2005;4860;5.7;92473;48;15;4;;;150000000;135386665;40049778;314432837;;Color;https://m.media-amazon.com/images/M/MV5BMTcwMjMwNTA3MV5BMl5BanBnXkFtZTcwMjk4OTgyMQ@@._V1_.jpg;After ruining his reputation with the town, a courageous chicken must come to the rescue of his fellow citizens when aliens start an invasion.
tt0100758;PG;1990;5580;6.7;93792;51;3;3;;;13500000;135384756;25398367;202084756;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BNzg3NTQ4NDk5NV5BMl5BanBnXkFtZTgwNzMzNDg4NjE@._V1_.jpg;Four teenage mutant ninja turtles emerge from the shadows to protect New York City from a gang of criminal ninjas.
tt0129290;PG-13;1998;6900;6.8;113243;25;8;1;1;0;90000000;135026902;25262280;202292902;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BNzM4Y2FlNzYtZmY5Yy00NzU4LTk1ODItY2NjYWYzYzUyZGM3L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;The true story of a heroic man, Hunter Patch Adams, determined to become a medical doctor because he enjoys helping people. He ventured where no doctor had ventured before, using humour and pathos.
tt0068646;R;1972;10500;9.2;1813675;100;30;31;8;3;6000000;136381073;302393;250341816;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BM2MyNjYxNmUtYTAwNi00MTYxLWJmNWYtYzZlODY3ZTk3OTFlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg;The aging patriarch of an organized crime dynasty in postwar New York City transfers control of his clandestine empire to his reluctant youngest son.
tt1408253;PG-13;2014;5940;6.1;113632;41;7;1;;;25000000;134938200;41516170;154468902;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BNjU4NzYzOTY1MF5BMl5BanBnXkFtZTgwMTAyNTc1MDE@._V1_.jpg;Security guard Ben must prove himself to his girlfriend's brother, top police officer James. He rides along James on a 24-hour patrol of Atlanta.
tt0337978;PG-13;2007;7680;7.1;404482;69;16;3;;;110000000;134529403;33369559;388156011;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BNDQxMDE1OTg4NV5BMl5BanBnXkFtZTcwMTMzOTQzMw@@._V1_.jpg;John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.
tt0800080;PG-13;2008;6720;6.6;483799;61;10;1;;;150000000;134806913;55414050;264770996;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTUyNzk3MjA1OF5BMl5BanBnXkFtZTcwMTE1Njg2MQ@@._V1_.jpg;Bruce Banner, a scientist on the run from the U.S. Government, must find a cure for the monster he turns into whenever he loses his temper.
tt0493464;R;2008;6600;6.7;386122;64;25;4;2;0;75000000;134508551;50927085;342463063;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTQwNDM2MTMwMl5BMl5BanBnXkFtZTgwMjE4NjQxMTE@._V1_.jpg;A frustrated office worker discovers that he is the son of a professional assassin, and that he shares his father's superhuman killing abilities.
tt2024432;R;2013;6660;5.7;133431;35;9;1;;;35000000;134506920;34551025;173965010;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTY3NzM5MTk2Nl5BMl5BanBnXkFtZTcwMDQ4MjQ3OA@@._V1_.jpg;Mild mannered businessman Sandy Patterson travels from Denver to Florida to confront the deceptively harmless looking woman who has been living it up after stealing Sandy's identity.
tt0078346;PG;1978;8580;7.4;173611;81;23;17;3;0;55000000;134478449;7465343;300478449;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMzA0YWMwMTUtMTVhNC00NjRkLWE2ZTgtOWEzNjJhYzNiMTlkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg;An alien orphan is sent from his dying planet to Earth, where he grows up to become his adoptive home's first and greatest superhero.
tt0117500;R;1996;8160;7.4;335885;58;9;9;1;0;75000000;134069511;25069525;335062621;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BZDJjOTE0N2EtMmRlZS00NzU0LWE0ZWQtM2Q3MWMxNjcwZjBhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg;A mild-mannered chemist and an ex-con must lead the counterstrike when a rogue group of military men, led by a renegade general, threaten a nerve gas attack from Alcatraz against San Francisco.
tt0317919;PG-13;2006;7560;6.9;353467;66;14;7;;;150000000;134029801;47743273;398479497;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BOThhNTA1YjItYzk2Ny00M2Y1LWJlYWUtZDQyZDU0YmY5Y2M5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg;IMF agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fianc??e in response.
tt2191701;PG-13;2013;6060;5.3;153762;19;15;5;;;80000000;133668525;41508572;246984278;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BNTZkZDhjZTEtZjA5MC00MDU2LTk3NDItNzA2YzQ4Y2Q5NjZhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg;After moving his family back to his hometown to be with his friends and their kids, Lenny finds out that between old bullies, new bullies, schizo bus drivers, drunk cops on skis, and four hundred costumed party crashers sometimes crazy follows you.
tt0332452;R;2004;9780;7.3;528043;56;23;5;1;0;175000000;133378256;46865412;497409852;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTk5MzU1MDMwMF5BMl5BanBnXkFtZTcwNjczODMzMw@@._V1_.jpg;An adaptation of Homer's great epic, the film follows the assault on Troy by the united Greek forces and chronicles the fates of the men involved.
tt0808151;PG-13;2009;8280;6.7;291327;48;5;1;;;150000000;133375846;46204168;485930816;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMjEzNzM2MjgxMF5BMl5BanBnXkFtZTcwNTQ1MTM0Mg@@._V1_.jpg;Harvard symbologist Robert Langdon works with a nuclear physicist to solve a murder and prevent a terrorist act against the Vatican during one of the significant events within the church.
tt1615918;G;2011;5220;4.3;35361;24;1;2;;;75000000;133110742;23244744;342695435;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTNiMGI2YWMtNTg0ZS00NDg4LWE5ZTgtMjhiMjIzYzVlYTE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.
tt0305669;PG-13;2003;6300;5.6;37281;39;13;4;;;33000000;132716677;31101026;164729679;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BOTUyMTM2MjMwOF5BMl5BanBnXkFtZTYwOTA0Mzk2._V1_.jpg;When a lonely guy meets a woman on the internet who happens to be in prison, she breaks out to get him to prove her innocence, and proceeds to wreak havoc on his middle-class life.
tt1430132;PG-13;2013;7560;6.7;461660;61;11;2;;;120000000;132556852;53113752;414828246;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BNzg1MDQxMTQ2OF5BMl5BanBnXkFtZTcwMTk3MjAzOQ@@._V1_.jpg;Wolverine comes to Japan to meet an old friend whose life he saved years ago, and gets embroiled in a conspiracy involving yakuza and mutants.
tt2543472;PG;2017;6780;7.9;161856;66;28;5;1;0;20000000;132422809;27547866;306209289;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BYjFhOWY0OTgtNDkzMC00YWJkLTk1NGEtYWUxNjhmMmQ5ZjYyXkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_.jpg;Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time.
tt0407887;R;2006;9060;8.5;1300477;85;141;97;1;4;90000000;132399394;26887467;291480452;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTI1MTY2OTIxNV5BMl5BanBnXkFtZTYwNjQ4NjY3._V1_.jpg;An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.
tt0286716;PG-13;2003;8280;5.6;266520;54;14;3;;;137000000;132177234;62128420;245285165;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMzQwZDg1MGEtN2E5My00ZDJlLWI4MzItM2U2MjJhYzlkNmEzXkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_.jpg;Bruce Banner, a genetics researcher with a tragic past, suffers an accident that causes him to transform into a raging green monster when he gets angry.
tt1045658;R;2012;7320;7.7;702946;81;148;89;7;1;21000000;132092958;443003;236412453;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTM2MTI5NzA3MF5BMl5BanBnXkFtZTcwODExNTc0OA@@._V1_.jpg;After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.
tt0075860;PG;1977;8280;7.6;200006;90;39;15;7;1;20000000;135189114;1767758;306889114;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMjM1NjE5NjQxN15BMl5BanBnXkFtZTgwMjYzMzQxMDE@._V1_.jpg;Roy Neary, an Indiana electric lineman, finds his quiet and ordinary daily life turned upside down after a close encounter with a UFO, spurring him to an obsessed cross-country quest for answers as a momentous event approaches.
tt0181689;PG-13;2002;8700;7.7;545435;80;91;20;1;0;102000000;132072926;35677125;358372926;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BZTI3YzZjZjEtMDdjOC00OWVjLTk0YmYtYzI2MGMwZjFiMzBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.
tt0486576;PG;2007;5520;5.6;264444;45;17;3;;;130000000;131921738;58051684;301913131;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BODA4YTc5N2QtNzQyYS00ZDUzLWI3M2UtZWI2OWVhOGZlN2MxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;The Fantastic Four learn that they aren't the only super-powered beings in the universe when they square off against the powerful Silver Surfer and the planet-eating Galactus.
tt0938283;PG;2010;6180;4;163058;20;12;8;;;150000000;131772187;40325019;319713881;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTM1NjE0NDA0MV5BMl5BanBnXkFtZTcwODE4NDg1Mw@@._V1_.jpg;Follows the adventures of Aang, a young successor to a long line of Avatars, who must master all four elements and stop the Fire Nation from enslaving the Water Tribes and the Earth Kingdom.
tt2357291;G;2014;6060;6.3;89797;49;24;2;1;0;103000000;131538435;39327869;498781117;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTgzMDczMDYzNl5BMl5BanBnXkFtZTgwMzk2MDIwMTE@._V1_.jpg;It's a jungle out there for Blu, Jewel, and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel and meets his father-in-law.
tt0146316;PG-13;2001;6000;5.7;208734;33;21;4;;;115000000;131168070;47735743;274703340;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BNzMzODVjMWUtYmIxZS00NDlkLTlmNTktNjI5NTdhZjUzYzY1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;Video game adventurer Lara Croft comes to life in a movie where she races against time and villains to recover powerful ancient artifacts.
tt0102926;R;1991;7080;8.6;1400829;85;51;69;2;5;19000000;130742922;13766814;272742922;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BNjNhZTk0ZmEtNjJhMi00YzFlLWE1MmEtYzM1M2ZmMGMwMTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg;A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.
tt0097523;PG;1989;5580;6.4;153870;63;10;2;0;1;18000000;130724172;14262961;222724172;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BOTQ1NTg4MDAtOGU0OS00ZGQwLTliZjQtNDEzZjAzZGI5MjFjXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_.jpg;The scientist father of a teenage girl and boy accidentally shrinks his and two other neighborhood teens to the size of insects. Now the teens must fight diminutive dangers as the father searches for them.
tt0109813;PG;1994;5460;4.9;81250;38;10;6;;;46000000;130531208;29688730;341631208;;Color;https://m.media-amazon.com/images/M/MV5BYzY0ZTk4YzctNzYzNy00ZDQ0LTg2Y2ItZTQyYzQxMjQwMDc2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg;In a parallel modern-day Stone Age world, a working-class family, the Flintstones, are set up for an executive job. But they learn that money can't buy happiness.
tt0122151;R;1998;7620;6.6;162655;37;11;4;;;140000000;130444603;34048124;285444603;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BYmU2YTYwYmUtMTYzOC00YzJmLTk1NDktMzU4YzA3Njc1ZmY0XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg;With personal crises and age weighing in on them, LAPD officers Riggs and Murtaugh must contend with deadly Chinese triads that are trying to free their former leaders out of prison and onto American soil.
tt0425061;PG-13;2008;6600;6.5;217254;54;6;3;;;80000000;130319208;38683480;230685453;1.85 : 1;;https://m.media-amazon.com/images/M/MV5BMTY0NzQ4MDU0NV5BMl5BanBnXkFtZTcwMzA2NzQ2MQ@@._V1_.jpg;Maxwell Smart, a highly intellectual but bumbling spy working for the CONTROL agency, is tasked with preventing a terrorist attack from rival spy agency KAOS.
tt2908446;PG-13;2015;7140;6.2;235784;42;17;4;;;110000000;130179072;52263680;297002527;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTgxOTYxMTg3OF5BMl5BanBnXkFtZTgwMDgyMzA2NDE@._V1_.jpg;Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.
tt2908446;PG-13;2015;7140;6.2;235784;42;17;4;;;110000000;130179072;52263680;297002527;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTgxOTYxMTg3OF5BMl5BanBnXkFtZTgwMDgyMzA2NDE@._V1_.jpg;Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.
tt2452042;G;2015;5280;7;45936;67;48;2;;;99000000;130178411;44213073;246233113;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BNTE5NzMxNzkwNl5BMl5BanBnXkFtZTgwOTQ0Nzk5NzE@._V1_.jpg;Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their archnemesis, while his best pal Charlie Brown begins his own epic quest back home to win the love of his life.
tt3371366;PG-13;2017;9240;5.2;150049;27;19;5;;;217000000;130168683;44680073;605425157;;Color;https://m.media-amazon.com/images/M/MV5BN2YwOWM4ODgtZTMzMi00ZmFmLTk5NTEtNmY4ZDcwNzQxNDhjXkEyXkFqcGdeQXVyNTI0NzAyNjY@._V1_.jpg;A deadly threat from Earth's history reappears and a hunt for a lost artifact takes place between Autobots and Decepticons, while Optimus Prime encounters his creator in space.
tt0765429;R;2007;9420;7.8;422722;76;38;12;2;0;100000000;130164645;43565135;269755430;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMjFmZGI2YTEtYmJhMS00YTE5LWJjNjAtNDI5OGY5ZDhmNTRlXkEyXkFqcGdeQXVyODAwMTU1MTE@._V1_.jpg;An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.
tt0169547;R;1999;7320;8.4;1139558;84;102;111;3;5;15000000;130096601;861531;356296601;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BNTBmZWJkNjctNDhiNC00MGE2LWEwOTctZTk5OGVhMWMyNmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg;A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.
tt0169547;R;1999;7320;8.4;1139558;84;102;111;3;5;15000000;130096601;861531;356296601;2.39 : 1;Black and White;https://m.media-amazon.com/images/M/MV5BNTBmZWJkNjctNDhiNC00MGE2LWEwOTctZTk5OGVhMWMyNmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg;A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.
tt0084434;R;1982;7440;7;56348;75;13;9;4;2;7500000;129795554;3304679;129795554;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BNTM5NmY2MTktODRiMS00NTQwLTk2ODEtZTFhYjAyMTZmMTc5XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg;A young man must complete his work at a Navy Officer Candidate School to become an aviator, with the help of a tough Gunnery Sergeant and his new girlfriend.
tt0298130;PG-13;2002;6900;7.1;345392;57;12;14;;;48000000;129128133;15015393;249348933;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BNDA2NTg2NjE4Ml5BMl5BanBnXkFtZTYwMjYxMDg5._V1_.jpg;A journalist must investigate a mysterious videotape which seems to cause the death of anyone one week to the day after they view it.
tt0117218;PG-13;1996;5700;5.7;116888;62;12;10;0;1;54000000;128814019;25411725;273961019;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTcwODlmZDktNWRkOC00NTFlLTkyMjQtYWUxMzZkNDE4MGVmXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg;Grossly overweight yet good-hearted professor Sherman Klump takes a special chemical that turns him into the slim but obnoxious Buddy Love.
tt0443453;R;2006;5040;7.3;404213;89;34;20;1;0;18000000;128505958;26455463;262552893;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTk0MTQ3NDQ4Ml5BMl5BanBnXkFtZTcwOTQ3OTQzMw@@._V1_.jpg;Kazakh TV talking head Borat is dispatched to the United States to report on the greatest country in the world. With a documentary crew in tow, Borat becomes more interested in locating and marrying Pamela Anderson.
tt1289401;PG-13;2016;7020;6.9;228922;60;24;5;;;144000000;128350574;46018755;229147509;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BNGYzNDM0M2QtZDFkNy00OTI2LWIyNjctNjNhNDM5Zjk3NzU2XkEyXkFqcGdeQXVyNjQ3MDg0MTY@._V1_.jpg;Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.
tt2802144;R;2014;7740;7.7;658376;60;35;11;;;81000000;128261724;36206331;414351546;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BYTM3ZTllNzItNTNmOS00NzJiLTg1MWMtMjMxNDc0NmJhODU5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg;A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.
tt0358082;PG;2005;5460;6.4;146043;64;22;2;;;75000000;128200012;36045301;262511490;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BZmJhNTQwY2MtYTU0Yy00NDVhLThiZTktNmMxZTk5Nzk3NzE2XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_.jpg;In a robot world, a young idealistic inventor travels to the big city to join his inspiration's company, only to find himself opposing its sinister new management.
tt0094898;R;1988;7020;7.1;206310;47;5;5;2;0;30000000;128152301;21404420;288752301;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BNGZlNjdlZmMtYTg0MC00MmZkLWIyNDktYmNlOWYzMTkzYWQ1XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg;An extremely pampered African prince travels to Queens, New York, and goes undercover to find a wife that he can respect for her intelligence and strong will.
tt0190332;PG-13;2000;7200;7.9;267668;94;134;102;6;4;17000000;128078872;663205;213525736;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BNDdhMzMxOTctNDMyNS00NTZmLTljNWEtNTc4MDBmZTYxY2NmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg;A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.
tt1130884;R;2010;8280;8.2;1276464;63;66;11;;;80000000;128012934;41062440;294805697;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BYzhiNDkyNzktNTZmYS00ZTBkLTk2MDAtM2U0YjU1MzgxZjgzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg;In 1954, a U.S. Marshal investigates the disappearance of a murderer who escaped from a hospital for the criminally insane.
tt2180411;PG;2014;7500;5.9;140894;69;74;10;3;0;50000000;128002372;31051923;212902372;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTY4MzQ4OTY3NF5BMl5BanBnXkFtZTgwNjM5MDI3MjE@._V1_.jpg;A witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree.
tt0089927;PG;1985;5460;6.8;203318;40;5;9;;;30000000;127873716;19991537;300473716;;Color;https://m.media-amazon.com/images/M/MV5BMTg3ODk5ODE0NV5BMl5BanBnXkFtZTcwNDkzODM1NA@@._V1_.jpg;Rocky Balboa proudly holds the world heavyweight boxing championship, but a new challenger has stepped forward: Drago, a six-foot-four, 261-pound fighter who has the backing of the Soviet Union.
tt0089927;PG;1985;5460;6.8;203318;40;5;9;;;30000000;127873716;19991537;300473716;;Black and White;https://m.media-amazon.com/images/M/MV5BMTg3ODk5ODE0NV5BMl5BanBnXkFtZTcwNDkzODM1NA@@._V1_.jpg;Rocky Balboa proudly holds the world heavyweight boxing championship, but a new challenger has stepped forward: Drago, a six-foot-four, 261-pound fighter who has the backing of the Soviet Union.
tt0461770;PG;2007;6420;7.1;196853;75;51;12;3;0;85000000;127807262;34440317;340487836;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMjE4NDQ2Mjc0OF5BMl5BanBnXkFtZTcwNzQ2NDE1MQ@@._V1_.jpg;A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil Queen, where she falls in love with a lawyer.
tt0421715;PG-13;2008;9960;7.8;641518;70;160;83;10;3;150000000;127509326;26853816;335802786;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BOTkxOTg3MTk3MF5BMl5BanBnXkFtZTgwMjkxNzQyMTI@._V1_.jpg;Tells the story of Benjamin Button, a man who starts aging backwards with consequences.
tt1489889;PG-13;2016;6420;6.3;187381;52;8;2;;;50000000;127440871;35535250;216972543;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BMjA2NzEzNjIwNl5BMl5BanBnXkFtZTgwNzgwMTEzNzE@._V1_.jpg;After he reconnects with an awkward pal from high school through Facebook, a mild-mannered accountant is lured into the world of international espionage.
tt1229340;PG-13;2013;7140;6.3;180846;61;23;1;;;50000000;127352707;26232425;173649931;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMjE5ODk0NjQzNV5BMl5BanBnXkFtZTgwODk4MDA1MDE@._V1_.jpg;With the 1970s behind them, San Diego's top-rated newsman, Ron Burgundy, returns to take New York City's first twenty-four-hour news channel by storm.
tt0256415;PG-13;2002;6480;6.2;113078;45;6;3;;;30000000;127223418;35648740;180622424;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMjEwMjIwMDQ4OV5BMl5BanBnXkFtZTYwNzc3OTY3._V1_.jpg;A young woman who has reinvented herself as a New York City socialite must return home to Alabama to obtain a divorce from her husband after seven years of separation.
tt4701182;PG-13;2018;6840;6.7;162303;66;13;2;;;135000000;127195589;21654047;467989645;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMjUwNjU5NDMyNF5BMl5BanBnXkFtZTgwNzgxNjM2NzM@._V1_.jpg;On the run in the year 1987, Bumblebee finds refuge in a junkyard in a small California beach town. On the cusp of turning 18 and trying to find her place in the world, Charlie Watson discovers Bumblebee, battle-scarred and broken.
